id|rightsId|isUpdate|isDLC|isDemo|name|version|region|retailOnly|englishName
01009ce00afae800|01009ce00afae8000000000000000005|1|0|0|ACA NEOGEO METAL SLUG 4|65536|US|0|
01008fd004db6000|01008fd004db60000000000000000003|0|0|0|ACA NEOGEO METAL SLUG X|0|US|0|
01008fd004db6800|00000000000000000000000000000000|1|0|0|ACA NEOGEO METAL SLUG X|0|US|0|
010038f00afa0000|010038f00afa00000000000000000004|0|0|0|ACA NEOGEO Money Puzzle Exchanger|0|US|0|
010038f00afa0800|00000000000000000000000000000000|1|0|0|ACA NEOGEO Money Puzzle Exchanger|0|US|0|
01007f4004fa4000|01007f4004fa40000000000000000003|0|0|0|ACA NEOGEO MUTATION NATION|0|US|0|
01007f4004fa4800|00000000000000000000000000000000|1|0|0|ACA NEOGEO MUTATION NATION|0|US|0|
0100a8c001dce000|0100a8c001dce0000000000000000000|0|0|0|ACA NEOGEO NAM-1975|0|US|0|
0100a8c001dce800|0100a8c001dce8000000000000000000|1|0|0|ACA NEOGEO NAM-1975|65536|US|0|
01002e70032e8000|01002e70032e80000000000000000000|0|0|0|ACA NEOGEO NEO TURF MASTERS|0|US|0|
01002e70032e8800|01002e70032e88000000000000000000|1|0|0|ACA NEOGEO NEO TURF MASTERS|65536|US|0|
010052a00a306000|010052a00a3060000000000000000004|0|0|0|ACA NEOGEO NINJA COMBAT|0|US|0|
010052a00a306800|00000000000000000000000000000000|1|0|0|ACA NEOGEO NINJA COMBAT|0|US|0|
01003a5001dba000|01003a5001dba0000000000000000000|0|0|0|ACA NEOGEO OVER TOP|0|US|0|
01003a5001dba800|00000000000000000000000000000000|1|0|0|ACA NEOGEO OVER TOP|0|US|0|
01000f3008718000|01000f30087180000000000000000003|0|0|0|ACA NEOGEO POWER SPIKES II|0|US|0|
01000f3008718800|00000000000000000000000000000000|1|0|0|ACA NEOGEO POWER SPIKES II|0|US|0|
0100a7800afaa000|0100a7800afaa0000000000000000005|0|0|0|ACA NEOGEO PREHISTORIC ISLE 2|0|US|0|
0100a7800afaa800|00000000000000000000000000000000|1|0|0|ACA NEOGEO PREHISTORIC ISLE 2|0|US|0|
01008ea008712000|01008ea0087120000000000000000003|0|0|0|ACA NEOGEO PULSTAR|0|US|0|
01008ea008712800|00000000000000000000000000000000|1|0|0|ACA NEOGEO PULSTAR|0|US|0|
0100a290038f8000|0100a290038f80000000000000000000|0|0|0|ACA NEOGEO PUZZLED|0|US|0|
0100a290038f8800|0100a290038f88000000000000000003|1|0|0|ACA NEOGEO PUZZLED|65536|US|0|
010030f008730000|010030f0087300000000000000000004|0|0|0|ACA NEOGEO REAL BOUT FATAL FURY|0|US|0|
010030f008730800|00000000000000000000000000000000|1|0|0|ACA NEOGEO REAL BOUT FATAL FURY|0|US|0|
0100cf3008798000|0100cf30087980000000000000000005|0|0|0|ACA NEOGEO REAL BOUT FATAL FURY 2|0|US|0|
0100cf3008798800|00000000000000000000000000000000|1|0|0|ACA NEOGEO REAL BOUT FATAL FURY 2|0|US|0|
010088500878c000|010088500878c0000000000000000004|0|0|0|ACA NEOGEO REAL BOUT FATAL FURY SPECIAL|0|US|0|
010088500878c800|00000000000000000000000000000000|1|0|0|ACA NEOGEO REAL BOUT FATAL FURY SPECIAL|0|US|0|
01002c900a302000|01002c900a3020000000000000000004|0|0|0|ACA NEOGEO RIDING HERO|0|US|0|
01002c900a302800|01002c900a3028000000000000000004|1|0|0|ACA NEOGEO RIDING HERO|65536|US|0|
01000c9004fa2000|01000c9004fa20000000000000000003|0|0|0|ACA NEOGEO ROBO ARMY|0|US|0|
01000c9004fa2800|00000000000000000000000000000000|1|0|0|ACA NEOGEO ROBO ARMY|0|US|0|
01005c9002b42000|01005c9002b420000000000000000000|0|0|0|ACA NEOGEO SAMURAI SHODOWN|0|US|0|
01005c9002b42800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SAMURAI SHODOWN|0|US|0|
010052b00871c000|010052b00871c0000000000000000003|0|0|0|ACA NEOGEO SAMURAI SHODOWN II|0|US|0|
010052b00871c800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SAMURAI SHODOWN II|0|US|0|
0100804008794000|01008040087940000000000000000004|0|0|0|ACA NEOGEO SAMURAI SHODOWN III|0|US|0|
0100804008794800|01008040087948000000000000000004|1|0|0|ACA NEOGEO SAMURAI SHODOWN III|65536|US|0|
010047f001dbc000|010047f001dbc0000000000000000000|0|0|0|ACA NEOGEO SAMURAI SHODOWN IV|0|US|0|
010047f001dbc800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SAMURAI SHODOWN IV|0|US|0|
01000c800afd6000|01000c800afd60000000000000000004|0|0|0|ACA NEOGEO SAMURAI SHODOWN V|0|US|0|
01000c800afd6800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SAMURAI SHODOWN V|0|US|0|
0100d170038ea000|0100d170038ea0000000000000000000|0|0|0|ACA NEOGEO SENGOKU|0|US|0|
0100d170038ea800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SENGOKU|0|US|0|
01009b300872a000|01009b300872a0000000000000000004|0|0|0|ACA NEOGEO SENGOKU 2|0|US|0|
01009b300872a800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SENGOKU 2|0|US|0|
01008d000877c000|01008d000877c0000000000000000004|0|0|0|ACA NEOGEO SENGOKU 3|0|US|0|
01008d000877c800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SENGOKU 3|0|US|0|
01008a9001dc2000|01008a9001dc20000000000000000000|0|0|0|ACA NEOGEO SHOCK TROOPERS|0|US|0|
01008a9001dc2800|01008a9001dc28000000000000000000|1|0|0|ACA NEOGEO SHOCK TROOPERS|65536|US|0|
01004de001dc8000|01004de001dc80000000000000000000|0|0|0|ACA NEOGEO SHOCK TROOPERS 2nd Squad|0|US|0|
01004de001dc8800|01004de001dc88000000000000000003|1|0|0|ACA NEOGEO SHOCK TROOPERS 2nd Squad|131072|US|0|
0100dbf004faa000|0100dbf004faa0000000000000000003|0|0|0|ACA NEOGEO SOCCER BRAWL|0|US|0|
0100dbf004faa800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SOCCER BRAWL|0|US|0|
01007d1004dba000|01007d1004dba0000000000000000003|0|0|0|ACA NEOGEO SPIN MASTER|0|US|0|
01007d1004dba800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SPIN MASTER|0|US|0|
01004b600a2fc000|01004b600a2fc0000000000000000004|0|0|0|ACA NEOGEO STAKES WINNER|0|US|0|
01004b600a2fc800|00000000000000000000000000000000|1|0|0|ACA NEOGEO STAKES WINNER|0|US|0|
0100ce1004fa6000|0100ce1004fa60000000000000000003|0|0|0|ACA NEOGEO STREET HOOP|0|US|0|
0100ce1004fa6800|00000000000000000000000000000000|1|0|0|ACA NEOGEO STREET HOOP|0|US|0|
0100a0e004db2000|0100a0e004db20000000000000000000|0|0|0|ACA NEOGEO SUPER SIDEKICKS|0|US|0|
0100a0e004db2800|0100a0e004db28000000000000000003|1|0|0|ACA NEOGEO SUPER SIDEKICKS|65536|US|0|
010055a00a300000|010055a00a3000000000000000000004|0|0|0|ACA NEOGEO SUPER SIDEKICKS 2|0|US|0|
010055a00a300800|010055a00a3008000000000000000004|1|0|0|ACA NEOGEO SUPER SIDEKICKS 2|65536|US|0|
0100a4d00a308000|0100a4d00a3080000000000000000004|0|0|0|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|0|US|0|
0100a4d00a308800|0100a4d00a3088000000000000000004|1|0|0|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|65536|US|0|
0100b97002b44000|0100b97002b440000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS 2000|0|US|0|
0100b97002b44800|00000000000000000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS 2000|0|US|0|
0100eb2001dcc000|0100eb2001dcc0000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '94|0|US|0|
0100eb2001dcc800|00000000000000000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '94|0|US|0|
01009dc001db6000|01009dc001db60000000000000000003|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '95|0|US|0|
01009dc001db6800|01009dc001db68000000000000000003|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '95|65536|US|0|
01006f0004fb4000|01006f0004fb40000000000000000003|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '96|0|US|0|
01006f0004fb4800|00000000000000000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '96|0|US|0|
0100170008728000|01001700087280000000000000000005|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '97|0|US|0|
0100170008728800|00000000000000000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '97|0|US|0|
0100b42001db4000|0100b42001db40000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '98|0|US|0|
0100b42001db4800|0100b42001db48000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '98|65536|US|0|
0100583001dca000|0100583001dca0000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '99|0|US|0|
