id|rightsId|version
0100000000010000|00000000000000000000000000000000|
0100000000010800|00000000000000000000000000000000|262144
010000300B4EE000|00000000000000000000000000000000|
010000300C79C000|00000000000000000000000000000000|
010000300C79C800|00000000000000000000000000000000|327680
010000300C79D001|00000000000000000000000000000000|
01000040098E4000|00000000000000000000000000000000|
0100005006BA4000|00000000000000000000000000000000|
010000500B9F4000|00000000000000000000000000000000|
010000500B9F4800|00000000000000000000000000000000|65536
010000500DB50000|00000000000000000000000000000000|
010000500DB50800|00000000000000000000000000000000|65536
01000060085D2000|00000000000000000000000000000000|
01000060085D2800|00000000000000000000000000000000|131072
010000600CD54000|00000000000000000000000000000000|
010000600CD54800|00000000000000000000000000000000|131072
010000700A572000|00000000000000000000000000000000|
010000700A572800|00000000000000000000000000000000|65536
010000A00218E000|00000000000000000000000000000000|
010000A00CA78000|00000000000000000000000000000000|
010000A00CA78800|00000000000000000000000000000000|65536
010000E004DAE000|00000000000000000000000000000000|
010000E004DAE800|00000000000000000000000000000000|196608
010000F00BF68000|00000000000000000000000000000000|
0100011005D92000|00000000000000000000000000000000|
0100011005D92800|00000000000000000000000000000000|65536
010001300CC4A000|00000000000000000000000000000000|
010001300CC4A800|00000000000000000000000000000000|196608
0100016007154000|00000000000000000000000000000000|
0100016007155001|00000000000000000000000000000000|
0100016007155002|00000000000000000000000000000000|
0100016007155003|00000000000000000000000000000000|
0100016007155004|00000000000000000000000000000000|
0100016007155005|00000000000000000000000000000000|
010001600C962000|00000000000000000000000000000000|
010001600C962800|00000000000000000000000000000000|
0100017007980000|00000000000000000000000000000000|
0100019006F4E000|00000000000000000000000000000000|
0100019006F4E800|00000000000000000000000000000000|131072
010001900BDCA000|00000000000000000000000000000000|
010001A00A1F6000|00000000000000000000000000000000|
010001A00A1F6800|00000000000000000000000000000000|65536
010001A00C840000|00000000000000000000000000000000|
010001B005E5C000|00000000000000000000000000000000|
010001B005E5C800|00000000000000000000000000000000|65536
010001E00A5F6000|00000000000000000000000000000000|
010001E00A5F6800|00000000000000000000000000000000|65536
010002200CECA000|00000000000000000000000000000000|
0100023009C72000|00000000000000000000000000000000|
010002300C632000|00000000000000000000000000000000|
010002300C632800|00000000000000000000000000000000|65536
010002300CB0A000|00000000000000000000000000000000|
0100024008310000|00000000000000000000000000000000|
0100024008310800|00000000000000000000000000000000|196608
010002700C34C000|00000000000000000000000000000000|
010002700C646000|00000000000000000000000000000000|
010002800B818000|00000000000000000000000000000000|
010002800B818800|00000000000000000000000000000000|65536
010002900294A000|00000000000000000000000000000000|
010002900294A800|00000000000000000000000000000000|131072
010002900B75A000|00000000000000000000000000000000|
010002A00CC42000|00000000000000000000000000000000|
010002A00D168000|00000000000000000000000000000000|
010002B00C534000|00000000000000000000000000000000|
010002B00C534800|00000000000000000000000000000000|262144
010002D00632E000|00000000000000000000000000000000|
010002D00632E800|00000000000000000000000000000000|131072
010002E00D3FE000|00000000000000000000000000000000|
010002E00D3FE800|00000000000000000000000000000000|131072
010002F001220000|00000000000000000000000000000000|
010002F001220800|00000000000000000000000000000000|131072
010002F009A7A000|00000000000000000000000000000000|
010002F009A7A800|00000000000000000000000000000000|
010002F00CC20000|00000000000000000000000000000000|
01000320000CC000|00000000000000000000000000000000|
01000320000CC800|00000000000000000000000000000000|65536
01000320060AC000|00000000000000000000000000000000|
010003200ABE4000|00000000000000000000000000000000|
010003200ABE4800|00000000000000000000000000000000|65536
010003300BA80000|00000000000000000000000000000000|
010003300BA80800|00000000000000000000000000000000|
010003700B11A000|00000000000000000000000000000000|
010003700B11A800|00000000000000000000000000000000|65536
0100039002CCC000|00000000000000000000000000000000|
010003900350C000|00000000000000000000000000000000|
010003900350C800|00000000000000000000000000000000|524288
010003900350D001|00000000000000000000000000000000|
010003900350D002|00000000000000000000000000000000|
010003900350D003|00000000000000000000000000000000|
010003900350D004|00000000000000000000000000000000|
010003900350D005|00000000000000000000000000000000|
010003900350D006|00000000000000000000000000000000|
010003900350D007|00000000000000000000000000000000|
010003900350D008|00000000000000000000000000000000|
010003900350D009|00000000000000000000000000000000|
010003900350D00A|00000000000000000000000000000000|
010003900350D00B|00000000000000000000000000000000|
010003900350D00C|00000000000000000000000000000000|
010003900350D00D|00000000000000000000000000000000|
010003900350D00E|00000000000000000000000000000000|
010003900350D00F|00000000000000000000000000000000|
010003900350D010|00000000000000000000000000000000|
010003900350D011|00000000000000000000000000000000|
010003900350D012|00000000000000000000000000000000|
010003900350D013|00000000000000000000000000000000|
010003900350D014|00000000000000000000000000000000|
010003900350D015|00000000000000000000000000000000|
010003C0099EE000|00000000000000000000000000000000|
010003C0099EE800|00000000000000000000000000000000|65536
010003C00B868000|00000000000000000000000000000000|
010003C00B868800|00000000000000000000000000000000|65536
010003D00867A000|00000000000000000000000000000000|
010003E0099AC000|00000000000000000000000000000000|
010003E0099AC800|00000000000000000000000000000000|65536
010003F003A34000|00000000000000000000000000000000|0
010003F003A34800|00000000000000000000000000000000|65536
010003F00BD48000|00000000000000000000000000000000|
010003F00CC98000|00000000000000000000000000000000|
010003F00CC98800|00000000000000000000000000000000|65536
010004000AABC800|00000000000000000000000000000000|
010004300C33A000|00000000000000000000000000000000|
010004400B22A000|00000000000000000000000000000000|
010004400B22A800|00000000000000000000000000000000|65536
010004400B28A000|00000000000000000000000000000000|
010004400B28A800|00000000000000000000000000000000|65536
010004400BB58000|00000000000000000000000000000000|
0100047009742000|00000000000000000000000000000000|
0100047009742800|00000000000000000000000000000000|131072
01000490067AE000|00000000000000000000000000000000|
010004900D772000|00000000000000000000000000000000|
010004A007890000|00000000000000000000000000000000|
010004C00ACE0000|00000000000000000000000000000000|
010004D00A9C0000|00000000000000000000000000000000|
010004D00A9C0800|00000000000000000000000000000000|131072
010005000B244000|00000000000000000000000000000000|
010005000B244800|00000000000000000000000000000000|131072
010005100AF90000|00000000000000000000000000000000|
010005100AF90800|00000000000000000000000000000000|65536
0100052004384000|00000000000000000000000000000000|
0100052004384800|00000000000000000000000000000000|131072
010005300D1D8000|00000000000000000000000000000000|
0100055007B86000|00000000000000000000000000000000|
0100055007B86800|00000000000000000000000000000000|196608
010005500ADDC000|00000000000000000000000000000000|
010005500ADDC800|00000000000000000000000000000000|
010005800DEF0000|00000000000000000000000000000000|
0100059009EFE000|00000000000000000000000000000000|
0100059009EFE800|00000000000000000000000000000000|131072
010005A00A4F4000|00000000000000000000000000000000|
010005A00B312000|00000000000000000000000000000000|
010005A00B312800|00000000000000000000000000000000|65536
010005C00B482000|00000000000000000000000000000000|
010005C00B482800|00000000000000000000000000000000|131072
010005D0079F8000|00000000000000000000000000000000|
010006100C050000|00000000000000000000000000000000|
010006200949E000|00000000000000000000000000000000|
010006200949E800|00000000000000000000000000000000|65536
0100063005C86000|00000000000000000000000000000000|
0100063005C86800|00000000000000000000000000000000|65536
010006300AFCE000|00000000000000000000000000000000|
010006300AFFE000|00000000000000000000000000000000|
010006300B556000|00000000000000000000000000000000|
0100066004D68000|00000000000000000000000000000000|
0100066004D68800|00000000000000000000000000000000|65536
010006600AE9C000|00000000000000000000000000000000|
010006600D1C0000|00000000000000000000000000000000|
010006600D1C0800|00000000000000000000000000000000|65536
0100069000078000|00000000000000000000000000000000|
0100069000078800|00000000000000000000000000000000|
0100069000079001|00000000000000000000000000000000|
0100069000079002|00000000000000000000000000000000|
0100069000079003|00000000000000000000000000000000|
0100069000079004|00000000000000000000000000000000|
0100069000079005|00000000000000000000000000000000|
0100069000079006|00000000000000000000000000000000|
0100069000079008|00000000000000000000000000000000|
010006900007900B|00000000000000000000000000000000|
010006900007900D|00000000000000000000000000000000|
010006900007900E|00000000000000000000000000000000|
010006900007900F|00000000000000000000000000000000|
0100069000079033|00000000000000000000000000000000|
0100069000079034|00000000000000000000000000000000|
0100069000079035|00000000000000000000000000000000|
0100069000079036|00000000000000000000000000000000|
0100069000079037|00000000000000000000000000000000|
0100069000079038|00000000000000000000000000000000|
0100069000079039|00000000000000000000000000000000|
010006900007903A|00000000000000000000000000000000|
010006900007903B|00000000000000000000000000000000|
010006900007903C|00000000000000000000000000000000|
010006900007903D|00000000000000000000000000000000|
010006900007903E|00000000000000000000000000000000|
010006900007903F|00000000000000000000000000000000|
0100069000079040|00000000000000000000000000000000|
0100069000079042|00000000000000000000000000000000|
0100069000079049|00000000000000000000000000000000|
010006900007904A|00000000000000000000000000000000|
010006900007904B|00000000000000000000000000000000|
010006900007904C|00000000000000000000000000000000|
010006900007904D|00000000000000000000000000000000|
010006900007904E|00000000000000000000000000000000|
0100069000079055|00000000000000000000000000000000|
0100069000079056|00000000000000000000000000000000|
0100069000079058|00000000000000000000000000000000|
0100069000079059|00000000000000000000000000000000|
010006900007905A|00000000000000000000000000000000|
010006900007905B|00000000000000000000000000000000|
010006900007905E|00000000000000000000000000000000|
010006900007905F|00000000000000000000000000000000|
0100069000079062|00000000000000000000000000000000|
0100069000079063|00000000000000000000000000000000|
0100069000079066|00000000000000000000000000000000|
0100069000079067|00000000000000000000000000000000|
010006900007906A|00000000000000000000000000000000|
010006900007906B|00000000000000000000000000000000|
010006900007906E|00000000000000000000000000000000|
010006900007906F|00000000000000000000000000000000|
0100069000079072|00000000000000000000000000000000|
0100069000079073|00000000000000000000000000000000|
0100069000079076|00000000000000000000000000000000|
0100069000079077|00000000000000000000000000000000|
0100069000079078|00000000000000000000000000000000|
0100069000079079|00000000000000000000000000000000|
010006900007907D|00000000000000000000000000000000|
010006900007907E|00000000000000000000000000000000|
010006900007907F|00000000000000000000000000000000|
0100069000079080|00000000000000000000000000000000|
0100069000079081|00000000000000000000000000000000|
0100069000079082|00000000000000000000000000000000|
0100069000079083|00000000000000000000000000000000|
0100069000079084|00000000000000000000000000000000|
0100069000079085|00000000000000000000000000000000|
0100069000079086|00000000000000000000000000000000|
0100069000079087|00000000000000000000000000000000|
0100069000079088|00000000000000000000000000000000|
0100069000079089|00000000000000000000000000000000|
010006900007908A|00000000000000000000000000000000|
010006900007908B|00000000000000000000000000000000|
0100069000079098|00000000000000000000000000000000|
0100069000079099|00000000000000000000000000000000|
010006900007909A|00000000000000000000000000000000|
010006900007909B|00000000000000000000000000000000|
010006900007909C|00000000000000000000000000000000|
010006900007909D|00000000000000000000000000000000|
010006900007909E|00000000000000000000000000000000|
010006900007909F|00000000000000000000000000000000|
01000690000790A0|00000000000000000000000000000000|
01000690000790A1|00000000000000000000000000000000|
01000690000790A2|00000000000000000000000000000000|
01000690000790A3|00000000000000000000000000000000|
01000690000790A4|00000000000000000000000000000000|
01000690000790A5|00000000000000000000000000000000|
01000690000790A6|00000000000000000000000000000000|
01000690000790A8|00000000000000000000000000000000|
01000690000790A9|00000000000000000000000000000000|
01000690000790AA|00000000000000000000000000000000|
01000690000790AB|00000000000000000000000000000000|
01000690000790B0|00000000000000000000000000000000|
01000690000790B1|00000000000000000000000000000000|
01000690000790B2|00000000000000000000000000000000|
01000690000790B3|00000000000000000000000000000000|
01000690000790B4|00000000000000000000000000000000|
01000690000790B5|00000000000000000000000000000000|
