id|region|nsuId	   
010044200A112000|AU|70030000001822
01004E300899E000|AU|70030000001421
010008300D1E0000|AU|70030000005422
010027900C706000|AU|70030000004121
01009CF00A9C4000|AU|70030000001981
0100FC900CAE4000|AU|70030000004441
0100E0300CF24000|AU|
01007A300C856000|AU|70030000004781
0100D6300B938000|AU|70030000003341
0100AE800C9C6000|AU|70030000005902
010075A00B7C8000|AU|
0100DF000A188000|AU|
0100D1700992E000|AU|
0100F8200C5F0000|AU|
010017E0082E6000|AU|
010021B002EEA000|AU|
0100F12002FC8000|AU|
010076400D678000|AU|
010040B00AE0E000|AU|
01002CE00B6A8000|AU|
010009F00BA7A000|AU|
01009B30095F8000|AU|
0100D070040F8000|AU|
0100E65006968000|AU|
010096E00CD08000|AU|
01004A800B158000|AU|
010071400BDDC000|AU|
0100A2A00B6D6000|AU|
01003C300C66A000|AU|
0100930002EAA000|AU|
0100D59006266000|AU|
010002700C646000|AU|
0100AB400C5A4000|AU|
01002EB00CE48000|AU|
010012900D38A000|AU|
010096E008BAA000|AU|
0100E4000CA4C000|AU|
010095A00D316000|AU|
0100669004754000|AU|
010013300CD5A000|AU|
010030D005AE6000|AU|70030000000321
010077300A9AC000|AU|
010020400B0A8000|AU|
0100CC100B78A000|AU|
0100C51003B46000|AU|
0100EAE00D5A6000|AU|
0100AF100CAF6000|AU|
0100C2D0094A2000|AU|
010042600C418000|AU|
0100A7D00A982000|AU|
0100E7F00CA7E000|AU|
01004C000BF96000|AU|
01002CC00B5FC000|AU|
0100D0500B5B2000|AU|
010065900CB3A000|AU|70030000004981
010073200B83C000|AU|
010003200ABE4000|AU|
01007CC00BA2A000|AU|
01005A70096FA000|AU|70030000001721
0100DB200B512000|AU|
010025000B836000|AU|
010033200C50E000|AU|
01002C6008C76000|AU|
0100FFB00CAF4000|AU|
010052400CF68000|AU|
01002B100B122000|AU|
01008B400BE5E000|AU|
01006BB0091F4000|AU|
01002C400B6B6000|AU|
01002E100D1E2000|AU|70030000005421
010016A00BA0C000|AU|
01004F7003726000|AU|
010037200B346000|AU|
